# USDT/VES Historical Rate Dataset
# Source: usdt.com.ve
# License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
# Generated: 2026-08-28T17:01:23.683Z
# Citation: usdt.com.ve, "USDT/VES Historical Rate Dataset", retrieved 2026-08-28, https://www.usdt.com.ve/datos
# Columns: captured_at (ISO 8601 UTC), source (binance|bybit|bcv), buy_rate (Bs. per USD/USDT), sell_rate (Bs., null for BCV)
captured_at,source,buy_rate,sell_rate
2026-01-18T17:50:31.022515+00:00,bybit,456,452.403
2026-01-18T17:50:31.022515+00:00,binance,455.99,455.625
2026-01-18T17:50:31.022515+00:00,bcv,344.51,
2026-01-18T17:55:30.833965+00:00,binance,455.8745,455.75
2026-01-18T17:55:30.833965+00:00,bcv,344.51,
2026-01-18T17:55:30.833965+00:00,bybit,456.25,452.08
2026-01-18T18:00:30.924985+00:00,binance,455.135,455
2026-01-18T18:00:30.924985+00:00,bcv,344.51,
2026-01-18T18:00:30.924985+00:00,bybit,455.605,452.028
2026-01-18T18:05:31.166599+00:00,binance,455.5,455.05
2026-01-18T18:05:31.166599+00:00,bcv,344.51,
2026-01-18T18:05:31.166599+00:00,bybit,455.18,452.028
2026-01-18T18:10:31.160271+00:00,bcv,344.51,
2026-01-18T18:10:31.160271+00:00,bybit,455.18,452.0505
2026-01-18T18:10:31.160271+00:00,binance,455.5,455
2026-01-18T18:15:30.861149+00:00,bcv,344.51,
2026-01-18T18:15:30.861149+00:00,bybit,454.75,452.0505
2026-01-18T18:15:30.861149+00:00,binance,455,455.05
2026-01-18T18:20:31.090349+00:00,binance,455,455.35
2026-01-18T18:20:31.090349+00:00,bcv,344.51,
2026-01-18T18:20:31.090349+00:00,bybit,455.18,452.0035
2026-01-18T18:25:30.978677+00:00,bcv,344.51,
2026-01-18T18:25:30.978677+00:00,bybit,455.18,450.908
2026-01-18T18:25:30.978677+00:00,binance,454.9945,455.15
2026-01-18T18:30:31.187065+00:00,bybit,455.18,450.908
2026-01-18T18:30:31.187065+00:00,binance,454.7885,454.85
2026-01-18T18:30:31.187065+00:00,bcv,344.51,
2026-01-18T18:35:31.424836+00:00,binance,454,454.56
2026-01-18T18:35:31.424836+00:00,bcv,344.51,
2026-01-18T18:35:31.424836+00:00,bybit,455.925,451.15
2026-01-18T18:40:31.221433+00:00,bcv,344.51,
2026-01-18T18:40:31.221433+00:00,bybit,455.925,452.025
2026-01-18T18:40:31.221433+00:00,binance,453.95,454.05
2026-01-18T18:45:31.368141+00:00,binance,453.4495,453.6
2026-01-18T18:45:31.368141+00:00,bcv,344.51,
2026-01-18T18:45:31.368141+00:00,bybit,455.425,451.25
2026-01-18T18:50:31.147463+00:00,bcv,344.51,
2026-01-18T18:50:31.147463+00:00,bybit,455.25,451
2026-01-18T18:50:31.147463+00:00,binance,453,453.205
2026-01-18T18:55:31.043946+00:00,bybit,455.25,450.6
2026-01-18T18:55:31.043946+00:00,binance,453.349,453.5
2026-01-18T18:55:31.043946+00:00,bcv,344.51,
2026-01-18T19:00:30.730022+00:00,binance,453.4,453.5
2026-01-18T19:00:30.730022+00:00,bybit,455.2495,450.9
2026-01-18T19:00:30.730022+00:00,bcv,344.51,
2026-01-18T19:05:31.10395+00:00,bcv,344.51,
2026-01-18T19:05:31.10395+00:00,bybit,455.2495,450.65
2026-01-18T19:05:31.10395+00:00,binance,453.15,453.055
2026-01-18T19:10:32.398333+00:00,binance,452.9985,453
2026-01-18T19:10:32.398333+00:00,bcv,344.51,
2026-01-18T19:10:32.398333+00:00,bybit,455,450.45
2026-01-18T19:15:30.864515+00:00,binance,452.9985,452.75
2026-01-18T19:15:30.864515+00:00,bcv,344.51,
2026-01-18T19:15:30.864515+00:00,bybit,455,450.25
2026-01-18T19:20:30.965403+00:00,binance,452.51,452.2775
2026-01-18T19:20:30.965403+00:00,bcv,344.51,
2026-01-18T19:20:30.965403+00:00,bybit,455,450.25
2026-01-18T19:25:30.89001+00:00,binance,452.75,452.5
2026-01-18T19:25:30.89001+00:00,bcv,344.51,
2026-01-18T19:25:30.89001+00:00,bybit,454.5,450.25
2026-01-18T19:30:32.223481+00:00,bcv,344.51,
2026-01-18T19:30:32.223481+00:00,bybit,454.6995,450.45
2026-01-18T19:30:32.223481+00:00,binance,452.75,452.05
2026-01-18T19:35:30.897457+00:00,binance,452.49,451.65
2026-01-18T19:35:30.897457+00:00,bcv,344.51,
2026-01-18T19:35:30.897457+00:00,bybit,454.2495,450.25
2026-01-18T19:40:30.999456+00:00,binance,452.85,451.525
2026-01-18T19:40:30.999456+00:00,bybit,454.2495,450.05
2026-01-18T19:40:30.999456+00:00,bcv,344.51,
2026-01-18T19:45:31.139114+00:00,bcv,344.51,
2026-01-18T19:45:31.139114+00:00,bybit,454.2495,450.25
2026-01-18T19:45:31.139114+00:00,binance,452.91,451.35
2026-01-18T19:50:31.093618+00:00,bybit,454,448
2026-01-18T19:50:31.093618+00:00,binance,452.8,451.5505
2026-01-18T19:50:31.093618+00:00,bcv,344.51,
2026-01-18T19:55:30.868613+00:00,binance,452.7995,451.7
2026-01-18T19:55:30.868613+00:00,bcv,344.51,
2026-01-18T19:55:30.868613+00:00,bybit,453.9995,447.85
2026-01-18T20:00:31.768938+00:00,bcv,344.51,
2026-01-18T20:00:31.768938+00:00,bybit,453.65,448.01
2026-01-18T20:00:31.768938+00:00,binance,452.4,451.5555
2026-01-18T20:05:30.810181+00:00,binance,452.24,451.8
2026-01-18T20:05:30.810181+00:00,bcv,344.51,
2026-01-18T20:05:30.810181+00:00,bybit,453.43,448.06
2026-01-18T20:10:31.751571+00:00,bcv,344.51,
2026-01-18T20:10:31.751571+00:00,bybit,453.18,448.6
2026-01-18T20:10:31.751571+00:00,binance,452.3445,451.55
2026-01-18T20:15:31.467785+00:00,bybit,451.475,448.55
2026-01-18T20:15:31.467785+00:00,binance,452.4,451.405
2026-01-18T20:15:31.467785+00:00,bcv,344.51,
2026-01-18T20:20:31.1044+00:00,binance,452.4985,451.405
2026-01-18T20:20:31.1044+00:00,bybit,452.975,448.505
2026-01-18T20:20:31.1044+00:00,bcv,344.51,
2026-01-18T20:25:31.160759+00:00,bcv,344.51,
2026-01-18T20:25:31.160759+00:00,bybit,452.475,449.25
2026-01-18T20:25:31.160759+00:00,binance,452.25,451.085
2026-01-18T20:30:30.8824+00:00,bybit,452.75,449.5
2026-01-18T20:30:30.8824+00:00,binance,452.7,451.375
2026-01-18T20:30:30.8824+00:00,bcv,344.51,
2026-01-18T20:35:30.696763+00:00,binance,452.14,452.001
2026-01-18T20:35:30.696763+00:00,bcv,344.51,
2026-01-18T20:35:30.696763+00:00,bybit,452,448.05
2026-01-18T20:40:30.995031+00:00,binance,452.2445,452.001
2026-01-18T20:40:30.995031+00:00,bcv,344.51,
2026-01-18T20:40:30.995031+00:00,bybit,452.5,448.05
2026-01-18T20:45:31.126283+00:00,binance,452,452
2026-01-18T20:45:31.126283+00:00,bcv,344.51,
2026-01-18T20:45:31.126283+00:00,bybit,452.5,447.95
2026-01-18T20:50:31.025877+00:00,bybit,453,447.95
2026-01-18T20:50:31.025877+00:00,binance,452.4895,452
2026-01-18T20:50:31.025877+00:00,bcv,344.51,
2026-01-18T20:55:31.088527+00:00,bcv,344.51,
2026-01-18T20:55:31.088527+00:00,bybit,453,447.95
2026-01-18T20:55:31.088527+00:00,binance,452.05,451.6
2026-01-18T21:00:31.057395+00:00,binance,451.9995,451.6
2026-01-18T21:00:31.057395+00:00,bybit,452.9995,448.11
2026-01-18T21:00:31.057395+00:00,bcv,344.51,
2026-01-18T21:05:31.033266+00:00,bcv,344.51,
2026-01-18T21:05:31.033266+00:00,bybit,452.45,448.135
2026-01-18T21:05:31.033266+00:00,binance,452,451.6
2026-01-18T21:10:30.966569+00:00,bcv,344.51,
2026-01-18T21:10:30.966569+00:00,bybit,451.75,448.135
2026-01-18T21:10:30.966569+00:00,binance,452,451.325
2026-01-18T21:15:31.008423+00:00,bcv,344.51,
2026-01-18T21:15:31.008423+00:00,bybit,452.45,448.05
2026-01-18T21:15:31.008423+00:00,binance,451.9995,451.6
2026-01-18T21:20:31.553072+00:00,binance,451.9445,452
